Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,61832,Closed with explanation,2405431
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,913XX,Closed with explanation,2466875
CAPITAL ONE FINANCIAL CORPORATION,NA,NC,271XX,Closed with explanation,2382769
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,027XX,Closed with explanation,2466538
ACE CASH EXPRESS INC.,NA,CA,958XX,Closed with explanation,2469565
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,330XX,Closed with explanation,2466201
Utah System of Higher Education,Company believes complaint is the result of an isolated error,WA,992XX,Closed with non-monetary relief,2465512
EQUIFAX INC.,NA,MN,563XX,Closed with explanation,2382529
Retrieval-Masters Creditors Bureau Inc.,Company believes it acted appropriately as authorized by contract or law,CA,923XX,Closed with explanation,2466725
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NA,NA,Closed with explanation,2415218
ERC,NA,CA,935XX,Closed with explanation,2471960
BBVA COMPASS FINANCIAL CORPORATION,NA,CO,80126,Closed with monetary relief,2445457
Merchants and Medical Credit Corporation Inc.,NA,MI,482XX,Closed with non-monetary relief,2382568
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,370XX,Closed with explanation,2471761
TRANSUNION INTERMEDIATE HOLDINGS INC.,NA,TX,77656,Closed with explanation,2466969
Grant & Weber,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NV,89145,Closed with explanation,2466568
NETSPEND CORPORATION,Company believes it acted appropriately as authorized by contract or law,MI,490XX,Closed with explanation,2374545
Utah System of Higher Education,Company believes it acted appropriately as authorized by contract or law,AZ,857XX,Closed with explanation,2419890
JPMORGAN CHASE & CO.,NA,CA,95966,Closed with explanation,832733
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OR,973XX,Closed with monetary relief,2409805
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,95835,Closed with explanation,2426779
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,337XX,Closed with explanation,2468013
AFNI INC.,NA,OH,454XX,Closed with explanation,2465295
AES/PHEAA,NA,GA,300XX,Closed with explanation,2382759
ADVANTAGE RECOVERY SERVICES INC.,NA,AR,72734,Untimely response,2478722
Bliksum LLC,NA,CA,90020,Closed with explanation,2498002
Receivables Performance Management LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PR,678,Closed with explanation,2493362
Winona Holdings Inc.,NA,WA,986XX,Untimely response,2380808
HYUNDAI CAPITAL AMERICA,NA,NJ,086XX,Closed with explanation,2465831
CITIZENS FINANCIAL GROUP INC.,NA,OH,441XX,Closed with explanation,2382642
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MN,55421,Closed with non-monetary relief,2474177
ENCORE CAPITAL GROUP INC.,NA,TX,782XX,Closed with explanation,2466992
PRESTIGE FINANCIAL SERVICES INC,NA,KS,660XX,Closed with explanation,2476349
Allied Interstate LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,083XX,Closed with non-monetary relief,2471174
HSBC NORTH AMERICA HOLDINGS INC.,NA,NY,146XX,Closed with explanation,2474555
PNC Bank N.A.,NA,NM,87111,Closed with explanation,443829
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,7013,Closed with non-monetary relief,2405977
AMERICAN EXPRESS CENTURION BANK,NA,NY,113XX,Closed with explanation,2476633
Ditech Financial LLC,Company believes it acted appropriately as authorized by contract or law,CA,92203,Closed with explanation,2474239
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CT,6511,Closed with explanation,2437265
OCWEN LOAN SERVICING LLC,NA,VT,5701,Closed with explanation,2442093
ACE CASH EXPRESS INC.,NA,NM,87121,Closed,1002436
CITIZENS FINANCIAL GROUP INC.,NA,PA,19081,Closed with explanation,2467121
JPMORGAN CHASE & CO.,NA,CT,6883,Closed with explanation,2476544
BBVA COMPASS FINANCIAL CORPORATION,NA,NA,NA,Closed with monetary relief,2431877
FEDERAL PACIFIC CREDIT COMPANY LLC,NA,FL,330XX,Closed with explanation,2470352
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,785XX,Closed with monetary relief,2466607
Ditech Financial LLC,NA,FL,33841,Closed with explanation,2417984
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AL,36421,Closed with non-monetary relief,2425685
JPMORGAN CHASE & CO.,NA,IL,605XX,Closed with explanation,2466705
AMERICAN EXPRESS CENTURION BANK,NA,FL,331XX,Closed with explanation,2474903
Diversified Consultants Inc.,NA,CO,80126,Closed with non-monetary relief,2399642
CAINE & WEINER COMPANY INC.,NA,FL,333XX,Closed with explanation,2381107
Specialized Loan Servicing LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,11216,Closed with explanation,2427800
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,223XX,Closed with monetary relief,2468571
WAKEFIELD & ASSOCIATES INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,KS,662XX,Closed with explanation,2133394
I.C. System Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,331XX,Closed with explanation,2480014
SCOTTRADE BANK,NA,CA,959XX,Closed,2382520
Navient Solutions LLC.,NA,NY,117XX,Closed with explanation,2469636
S&S Physician Services Inc.,NA,TX,77070,Closed with explanation,1732461
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,2149,Closed with non-monetary relief,2471807
Patient Accounting Service Center,NA,CA,95630,Closed with explanation,2478788
CITIZENS FINANCIAL GROUP INC.,NA,PA,19081,Closed with explanation,2471714
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,750XX,Closed with explanation,2464659
JPMORGAN CHASE & CO.,NA,CA,95630,Closed with explanation,2469328
EQUIFAX INC.,NA,OR,977XX,Closed with explanation,2470013
NATIONSTAR MORTGAGE,NA,NM,88012,Closed with explanation,471880
CAPITAL ONE FINANCIAL CORPORATION,NA,CA,951XX,Closed with explanation,2474156
State Collection Service Inc.,NA,WA,981XX,Closed with explanation,2480553
ENCORE CAPITAL GROUP INC.,NA,NY,136XX,Closed with explanation,2447345
Navient Solutions LLC.,NA,GA,30329,Closed with explanation,2382683
EQUIFAX INC.,NA,TX,750XX,Closed with explanation,2470283
Weinberg Mediation Group LLC,Company believes it acted appropriately as authorized by contract or law,PA,19126,Closed with explanation,2469640
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,98375,Closed with explanation,2433747
PORTFOLIO RECOVERY ASSOCIATES INC,NA,CA,917XX,Closed with explanation,2382256
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MN,55311,Closed with explanation,2466583
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,48205,Closed with explanation,2408539
JPMORGAN CHASE & CO.,NA,NJ,082XX,Closed with explanation,2382856
EQUIFAX INC.,NA,AZ,85016,Closed with explanation,2470342
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,HI,96753,Closed with explanation,2433590
M&T BANK CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,320XX,Closed with explanation,2466438
Southwest Credit Systems L.P.,NA,NJ,7205,Closed with explanation,2382690
Navient Solutions LLC.,NA,TX,752XX,Closed with explanation,2377344
CASHCALL INC.,Company believes complaint caused principally by actions of third party outside the control or direction of the company,CA,949XX,Closed with explanation,2446751
MOHELA,Company believes it acted appropriately as authorized by contract or law,NY,111XX,Closed with explanation,2024942
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,914XX,Closed with non-monetary relief,2406870
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33635,Closed with explanation,2468283
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NV,891XX,Closed with explanation,2476159
Advance America Cash Advance Centers Inc.,NA,AL,365XX,Closed with explanation,2472425
JPMORGAN CHASE & CO.,NA,MA,021XX,Closed with explanation,2465729
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29407,Closed with explanation,2466211
Capital Accounts LLC,Company believes it acted appropriately as authorized by contract or law,FL,321XX,Closed with explanation,2481339
COMMUNITY CHOICE FINANCIAL INC.,NA,OH,454XX,Closed with explanation,2473219
DISCOVER BANK,NA,NC,271XX,Closed with explanation,2382797
DISCOVER BANK,NA,AL,36804,Closed with explanation,2468509
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,78717,Closed with explanation,2467250
CITIBANK N.A.,NA,NY,11766,Closed without relief,34567
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AR,716XX,Closed with monetary relief,2430107
AFNI INC.,NA,GA,300XX,Closed with explanation,2469326
Healthcare Collections-I LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AZ,852XX,Closed with explanation,2503199
JPMORGAN CHASE & CO.,NA,OH,454XX,Closed with explanation,2484480
HSBC NORTH AMERICA HOLDINGS INC.,NA,NY,112XX,Closed with explanation,2382649
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AR,716XX,Closed with monetary relief,2432319
KEYCORP,NA,TX,75054,Closed with explanation,2445297
Convergent Resources Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MN,551XX,Closed with explanation,2466591
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29115,Closed with non-monetary relief,2474061
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,750XX,Closed with non-monetary relief,2468417
TRANSWORLD SYSTEMS INC,NA,NY,11231,Closed with explanation,2382544
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,94589,Closed with explanation,2466889
Caliber Home Loans Inc.,NA,CA,920XX,Closed with explanation,2382278
MOHELA,Company believes it acted appropriately as authorized by contract or law,WA,981XX,Closed with explanation,2465496
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,347XX,Closed with non-monetary relief,2469325
