Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,91205,Closed with explanation,2468744
JPMORGAN CHASE & CO.,,FL,342XX,Closed with explanation,2380190
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,276XX,Closed with monetary relief,2466665
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CO,80122,Closed with explanation,2471265
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,28078,Closed with monetary relief,2433743
NATIONSTAR MORTGAGE,,AR,72076,Closed with explanation,2379034
"Rodriguez Fernandez Law Offices, LLC",Company believes the complaint is the result of a misunderstanding,PR,009XX,Closed with explanation,2470589
ZWICKER & ASSOCIATES,,IN,462XX,Closed with explanation,2491380
JPMORGAN CHASE & CO.,,FL,331XX,Closed with explanation,2379033
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,115XX,Closed with non-monetary relief,2470428
"Navient Solutions, LLC.",,NJ,070XX,Closed with explanation,2469130
Hillcrest Davidson & Assoc,,VA,232XX,Closed with explanation,1445973
Alliance Data Card Services,,DC,20026,Closed with explanation,2373490
"Navient Solutions, LLC.",,MN,551XX,Closed with explanation,2467845
"Navient Solutions, LLC.",,MI,495XX,Closed with explanation,2467332
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,AL,36869,Closed with explanation,2437122
BBVA COMPASS FINANCIAL CORPORATION,,GA,30312,Closed with explanation,2380314
TD BANK US HOLDING COMPANY,,NY,117XX,Closed with explanation,2471429
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,93960,Closed with explanation,2468662
AMERICAN EXPRESS CENTURION BANK,,MD,208XX,Closed with explanation,2379244
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,601XX,Closed with explanation,2412860
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,601XX,Closed with explanation,2406373
"Shellpoint Partners, LLC",Company believes it acted appropriately as authorized by contract or law,FL,320XX,Closed with explanation,2475617
EXPERIAN DELAWARE GP,,IA,52722,Closed with explanation,1207879
"CITIZENS FINANCIAL GROUP, INC.",,NY,14120,Closed with monetary relief,2439598
"APEX Asset Management, LLC",,NJ,8081,Untimely response,2376041
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,79404,Closed with monetary relief,2438741
"CITIZENS FINANCIAL GROUP, INC.",,RI,028XX,Closed with monetary relief,2471315
AMERICAN EXPRESS CENTURION BANK,,CA,908XX,Closed with explanation,2477584
"Shellpoint Partners, LLC",Company believes it acted appropriately as authorized by contract or law,CA,913XX,Closed with explanation,2474058
"Access Credit Management, Inc.",,GA,30909,Untimely response,2324517
PORTFOLIO RECOVERY ASSOCIATES INC,,LA,712XX,Closed with non-monetary relief,2467124
"OPTIMUM OUTCOMES, INC.",,GA,30042,Closed with explanation,2380248
"NELNET, INC.",,FL,334XX,Closed with explanation,2446310
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CO,815XX,Closed with non-monetary relief,2464782
"EQUIFAX, INC.",,SC,29527,Closed with non-monetary relief,740475
"CMRE Financial Services, Inc.",,CA,930XX,Closed with explanation,2379368
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,483XX,Closed with non-monetary relief,2471070
ERC,Company believes it acted appropriately as authorized by contract or law,MD,212XX,Closed with explanation,2470725
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30035,Closed with non-monetary relief,2471172
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MO,631XX,Closed with explanation,2465375
"Bull City Financial Solutions, Inc",,NC,278XX,Closed with explanation,2466914
"Navient Solutions, LLC.",,NC,281XX,Closed with explanation,2376952
"Williams & Fudge, Inc",,FL,34761,Closed with explanation,2376306
AES/PHEAA,,MA,019XX,Closed with explanation,2377738
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IN,46368,Closed with explanation,2471479
"EQUIFAX, INC.",,GA,303XX,Closed with explanation,2377723
"Diversified Consultants, Inc.",,AL,35802,Closed with explanation,2380178
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30281,Closed with explanation,2495332
"FAIR COLLECTIONS & OUTSOURCING, INC.",,CA,92646,Closed with explanation,893537
AMERICAN EXPRESS CENTURION BANK,,OH,432XX,Closed with explanation,2496083
"SANTANDER BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WI,537XX,Closed with explanation,2493117
"EQUIFAX, INC.",,FL,320XX,Closed with non-monetary relief,2378618
"Convergent Resources, Inc.",,CA,945XX,Closed with explanation,2379299
JPMORGAN CHASE & CO.,,NJ,070XX,Closed with explanation,2464819
FIRST HERITAGE CREDIT LLC,,MS,39119,Closed with explanation,2373775
"Navient Solutions, LLC.",,NY,112XX,Closed with explanation,2464355
"WELLS FARGO BANK, NATIONAL ASSOCIATION",,CA,93140,Closed with explanation,1145816
"Conn's, Inc.",,SC,296XX,Closed with non-monetary relief,2374144
"EQUIFAX, INC.",,OH,44103,Closed with explanation,2467531
Ditech Financial LLC,Company can't verify or dispute the facts in the complaint,IA,50201,Closed with explanation,2413445
"EQUIFAX, INC.",,GA,30324,Closed with explanation,2379057
CAPITAL ONE FINANCIAL CORPORATION,,TX,761XX,Closed with explanation,2469394
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,KY,402XX,Closed with explanation,2491242
WILLOW BEND MORTGAGE,,FL,334XX,Closed with explanation,2378552
NCB MANAGEMENT SERVICES INC,,CT,6512,Closed with explanation,486540
"CITIZENS FINANCIAL GROUP, INC.",,MD,211XX,Closed with explanation,2375156
"Commonwealth Financial Systems, Inc.",,TX,750XX,Closed with explanation,2474525
"EARLY WARNING SERVICES, LLC",,MI,481XX,Closed with explanation,2374767
"Navient Solutions, LLC.",,CA,953XX,Closed with explanation,2466469
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,32810,Closed with explanation,2468158
"Continental Finance Company, LLC",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,98229,Closed with explanation,2386766
"HUNTINGTON NATIONAL BANK, THE",,PA,150XX,Closed with explanation,2471569
"National Enterprise Systems, Inc.",,TX,75141,Closed with non-monetary relief,663078
"EARLY WARNING SERVICES, LLC",,CA,959XX,Closed with explanation,2375736
"CAVALRY INVESTMENTS, LLC",,OH,44512,Closed with non-monetary relief,2373874
Hillcrest Davidson & Assoc,,TX,770XX,Closed with explanation,1440557
"Check Security Associates, LLC",Company can't verify or dispute the facts in the complaint,ID,83404,Closed with explanation,2466592
AFNI INC.,,NC,271XX,Closed with explanation,2378525
NAVY FEDERAL CREDIT UNION,Company believes it acted appropriately as authorized by contract or law,NC,27536,Closed with explanation,2430535
"Navient Solutions, LLC.",,TX,77581,Closed with explanation,2493222
"Stellar Recovery, Inc.",,MA,1921,Closed with explanation,1155873
"EQUIFAX, INC.",,FL,34698,Closed with explanation,2490777
"WELLS FARGO BANK, NATIONAL ASSOCIATION",,MT,59101,Closed with explanation,898274
ALLY FINANCIAL INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,774XX,Closed with explanation,2473557
"Russell W Richardson, Attorney at Law",,FL,329XX,Untimely response,2380020
"EQUIFAX, INC.",,TX,78753,Closed with explanation,2380439
Ditech Financial LLC,,TN,372XX,Closed with explanation,2377541
"EQUIFAX, INC.",,CA,90230,Closed with explanation,2379067
"Navient Solutions, LLC.",,OR,972XX,Closed with explanation,2380093
"Navient Solutions, LLC.",,FL,328XX,Closed with explanation,2379141
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30294,Closed with explanation,2471983
Alliance Data Card Services,,NC,28451,Closed with explanation,2377748
AMERICAN EXPRESS CENTURION BANK,,FL,34957,Closed with monetary relief,2475309
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,34787,Closed with explanation,2464537
Finance of America Mortgage LLC,,IN,460XX,Closed with explanation,1727643
JPMORGAN CHASE & CO.,,PA,19311,Closed with explanation,2379911
"NCC Business Services, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33543,Closed with explanation,2370051
Gross Polowy LLC,,NY,13748,Closed with explanation,2376094
"EQUIFAX, INC.",,NC,284XX,Closed with explanation,2378894
"Navient Solutions, LLC.",,GA,30115,Closed with explanation,2379302
AES/PHEAA,,NY,10546,Closed with explanation,2377172
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,28052,Closed with explanation,2464542
CAPITAL ONE FINANCIAL CORPORATION,,NY,109XX,Closed with explanation,2379098
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MO,631XX,Closed with explanation,2465320
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,AL,35062,Closed with explanation,2467586
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,325XX,Closed with non-monetary relief,2415213
"Navient Solutions, LLC.",,WA,98107,Closed with explanation,2380012
"Navient Solutions, LLC.",,DE,197XX,Closed with explanation,2465107
PNC Bank N.A.,,NC,282XX,Closed with explanation,2379017
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,112XX,Closed with explanation,2402466
"FLAGSTAR BANK, FSB",,TX,77346,Closed with explanation,1076228
KEYCORP,,IN,46260,Closed with explanation,2438807
"EQUIFAX, INC.",,TX,79339,Closed with explanation,2378897
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,11769,Closed with explanation,2440737
TD BANK US HOLDING COMPANY,,PA,170XX,Closed with monetary relief,2373788
"Navient Solutions, LLC.",,TX,750XX,Closed with explanation,2379788
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,98374,Closed with non-monetary relief,2467419
JPMORGAN CHASE & CO.,,IL,60061,Closed with explanation,2380169
"I.Q. DATA INTERNATIONAL, INC.",Company believes the complaint is the result of a misunderstanding,GA,300XX,Closed with explanation,2464881
"EQUIFAX, INC.",,TX,773XX,Closed with non-monetary relief,2374776
"CIT BANK, NATIONAL ASSOCIATION",,CA,926XX,Closed with explanation,2372886
Debt Management Partners LLC,Company believes it acted appropriately as authorized by contract or law,CO,802XX,Closed with explanation,2466405
Hillcrest Davidson & Assoc,,OH,432XX,Closed with explanation,1623383
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NM,87114,Closed with explanation,2464516
"Commonwealth Financial Systems, Inc.",,CA,921XX,Closed with explanation,2476233
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OR,972XX,Closed with monetary relief,2439110
"Andreu, Palma & Andreu, PL",,FL,33705,Closed with explanation,2377464
"Brown and Joseph, Ltd",,PA,19446,Closed with explanation,2447385
"Navient Solutions, LLC.",,SC,294XX,Closed with explanation,2380128
NCSPLUS INCORPORATED,Company believes it acted appropriately as authorized by contract or law,NM,87506,Closed with non-monetary relief,2466112
"Maury Cobb, Attorney at Law, LLC",Company believes it acted appropriately as authorized by contract or law,WI,532XX,Closed with explanation,2476580
CARDINAL FINANCIAL COMPANY,,PA,191XX,Closed with explanation,2376376
NATIONWIDE ACCEPTANCE CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OH,440XX,Closed with explanation,2471763
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,483XX,Closed with non-monetary relief,2471064
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,27925,Closed with non-monetary relief,2415028
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,959XX,Closed with explanation,2471266
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,11758,Closed with explanation,2425414
"EQUIFAX, INC.",,TX,765XX,Closed with explanation,2379702
Medical Business Bureau,,TX,786XX,Closed with explanation,2477895
ENCORE CAPITAL GROUP INC.,,MA,018XX,Closed with non-monetary relief,2375659
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,483XX,Closed with explanation,2470631
